nom-course,prix-course,distance-course,condition-course,mode-course,depart-course
ENGHIEN 23/07/22 C3,57 000E,2 150m,Course Europeenne   Pour 7 a  10 ans inclus n'ayant pas gagne 225.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I. ,Attele,Autostart
ENGHIEN 23/07/22 C4,90 000E,1 609m,Course Europeenne   Pour 3 ans ayant gagne au moins 10.000. Sont seules admises a  driver les personnes ayant gagne au moins trente-cinq courses dont dix au trot attele (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Autostart
ENGHIEN 23/07/22 C5,44 000E,2 875m,Pour chevaux entiers et hongres de 6 et 7 ans n'ayant pas gagne 173.000. - Recul de 25 m. a  97.000. ,Attele,Volte
ENGHIEN 23/07/22 C6,90 000E,2 150m,Course Europeenne   Pour 4 ans ayant gagne au moins 30.000. Sont seules admises a  driver les personnes ayant gagne au moins trente-cinq courses dont dix au trot attele (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Autostart
ENGHIEN 23/07/22 C7,59 000E,2 875m,Pour 5 ans ayant gagne au moins 20.000 mais pas 151.000. ,Attele,Volte
ENGHIEN 23/07/22 C8,44 000E,2 875m,Pour pouliches de 4 ans n'ayant pas gagne 71.000. ,Attele,Volte
ENGHIEN 23/07/22 C9,32 000E,2 150m,  Pour pouliches de 2 ans. ,Attele,Autostart
BIARRITZ 23/07/22 C1,14 000E,2 975m,Course F Challenge de l'Avenir Apprentis - lads-jockeys Pour 6 ans n'ayant pas gagne 75.000. - Avance de 25 m. aux chevaux drives par des Apprentis ou Lads-Jockeys n'ayant pas gagne huit courses. ,Attele,Volte
BIARRITZ 23/07/22 C2,17 000E,2 950m,Course D Course Nationale LeTROT Open des Regions - Sud-Ouest - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 25.000. - Recul de 25 m. a  12.000. ,Attele,Volte
BIARRITZ 23/07/22 C3,12 000E,2 150m,Pour 4 ans ayant couru mais n'ayant pas gagne 6.500. ,Attele,Volte
BIARRITZ 23/07/22 C4,15 000E,2 950m,Pour 4 ans n'ayant pas gagne 30.000. - Recul de 25 m. a  14.500. ,Attele,Volte
BIARRITZ 23/07/22 C5,15 000E,2 950m,Pour 5 ans n'ayant pas gagne 43.000. - Recul de 25 m. a  20.500. En cas d'elimination les chevaux ayant couru au moins cinq fois cette annee seront elimines en priorite. ,Attele,Volte
BIARRITZ 23/07/22 C6,15 000E,2 950m,Pour 5 6 et 7 ans n'ayant pas gagne 60.000. ,Monte,Volte
BIARRITZ 23/07/22 C7,5 000E,2 150m,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 58.000. - Recul de 25 m. a  29.000. ,Attele,Volte
HYERES 24/07/22 C1,21 000E,2 650m,  Pour 6 7 et 8 ans n'ayant pas gagne 79.000. ,Attele,Autostart
HYERES 24/07/22 C2,22 000E,2 850m,Course E Pour 5 et 6 ans n'ayant pas gagne 65.000. - Recul de 25 m. a  31.000. ,Attele,Volte
HYERES 24/07/22 C3,32 000E,2 650m,Course Europeenne   Pour 5 a  10 ans inclus n'ayant pas gagne 195.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Autostart
HYERES 24/07/22 C4,17 000E,2 650m,  Pour 4 ans n'ayant pas gagne 10.000. ,Attele,Autostart
HYERES 24/07/22 C5,22 000E,2 850m,Apprentis - lads-jockeys Pour 6 a  9 ans inclus n'ayant pas gagne 129.000. - Recul de 25 m. a  70.000. ,Attele,Volte
HYERES 24/07/22 C6,6 000E,2 650m,CHALLENGE UNAT Amateurs   Pour 6 a  9 ans inclus n'ayant pas gagne 84.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Attele,Autostart
HYERES 24/07/22 C7,17 000E,2 650m,Course F Course Nationale LeTROT Open des Regions - Sud-Est - 3 ans Course qualificative   Pour 3 ans n'ayant pas gagne 4.000. ,Attele,Autostart
HYERES 24/07/22 C8,25 000E,2 850m,Pour 6 a  9 ans inclus n'ayant pas gagne 120.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
AURILLAC 24/07/22 C2,13 000E,2 000m,Pour 3 ans n'ayant pas gagne 6.300. - Recul de 25 m. a  2.000. ,Attele,Volte
AURILLAC 24/07/22 C4,13 000E,2 000m,Pour 5 ans n'ayant pas gagne 33.000. - Recul de 25 m. a  17.000. ,Attele,Volte
AURILLAC 24/07/22 C6,15 000E,2 000m,Pour 5 et 6 ans n'ayant pas gagne 48.000. - Recul de 25 m. a  24.000. ,Attele,Volte
ECOMMOY 24/07/22 C1,13 000E,2 225m,Pour 2 ans n'ayant pas gagne 3.000. Sont seules admises a  driver les personnes ayant gagne au moins dix courses au trot attele (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
ECOMMOY 24/07/22 C2,14 000E,2 750m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 5.200. ,Attele,Volte
ECOMMOY 24/07/22 C3,14 000E,2 750m,Pour pouliches de 3 ans n'ayant pas gagne 5.200. ,Attele,Volte
ECOMMOY 24/07/22 C4,21 000E,2 750m,Pour 6 7 et 8 ans n'ayant pas gagne 156.000. - Recul de 25 m. a  78.000. ,Attele,Volte
ECOMMOY 24/07/22 C5,14 000E,2 750m,Apprentis-lads-jockeys Pour 5 ans n'ayant pas gagne 52.000. - Recul de 25 m. a  27.000. ,Attele,Volte
ECOMMOY 24/07/22 C6,14 000E,2 750m,Pour 4 ans n'ayant pas gagne 18.000. - Recul de 25 m. a  7.000. ,Attele,Volte
ECOMMOY 24/07/22 C7,5 000E,2 750m,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 81.000. - Recul de 25 m. a  41.000. ,Attele,Volte
GUERLESQUIN 24/07/22 C1,13 000E,2 900m,Pour 3 ans n'ayant pas gagne 4.000. - Recul de 25 m. a  900. ,Attele,Volte
GUERLESQUIN 24/07/22 C2,14 000E,2 925m,Course "ap" Pour 5 ans n'ayant pas gagne 28.000. ,Attele,Volte
GUERLESQUIN 24/07/22 C3,13 000E,2 900m,Pour 4 ans n'ayant pas gagne 15.200. - Recul de 25 m. a  6.700. ,Attele,Volte
GUERLESQUIN 24/07/22 C4,20 000E,2 900m,Course F Pour 6 a  9 ans inclus n'ayant pas gagne 143.000. - Recul de 25 m. a  77.000. ,Attele,Volte
GUERLESQUIN 24/07/22 C5,5 000E,2 900m,Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 95.000. - Recul de 25 m. a  52.000. ,Attele,Volte
GUERLESQUIN 24/07/22 C6,14 000E,2 900m,Pour 6 ans n'ayant pas gagne 57.000. - Recul de 25 m. a  30.500. ,Attele,Volte
GUERLESQUIN 24/07/22 C7,5 000E,2 925m,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 50.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne dix courses. ,Attele,Volte
KARUKERA (GUADELOUPE) 24/07/22 C1,4 000E,2 500m,Pour 6 a  15 ans inclus. - Recul de 25 m. aux chevaux ayant gagne une course aux Antilles depuis 12 mois de 50 m. a  ceux ayant gagne au moins deux courses aux Antilles depuis 12 mois. ,Attele,Volte
AMIENS 23/07/22 C1,16 000E,2 400m,Pour 4 ans n'ayant pas gagne 20.000. ,Monte,Volte
AMIENS 23/07/22 C2,5 500E,2 400m,Challenge UNAT NIDFE - Sellerie de Grosbois Amateurs   Pour 7 et 8 ans n'ayant pas gagne 67.000. ,Attele,Autostart
AMIENS 23/07/22 C3,16 000E,2 900m,Pour 5 ans n'ayant pas gagne 39.500. ,Attele,Volte
AMIENS 23/07/22 C4,14 000E,2 400m,  Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 12.500. ,Attele,Autostart
AMIENS 23/07/22 C5,24 000E,2 900m,Pour 7 a  10 ans inclus n'ayant pas gagne 149.000. ,Attele,Volte
AMIENS 23/07/22 C6,14 000E,2 400m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 4.700. ,Attele,Volte
AMIENS 23/07/22 C7,3 000E,2 900m,Epreuve du circuit Christophe BRIDAULT - Courtier Challenge UNAT NIDFE - Sellerie de Grosbois Eliminatoire de la Coupe Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 91.000. - Recul de 25 m. a  45.500. Sont seuls admis a  driver les amateurs membres de l'U.N.A.T. En cas d'elimination le cheval drive par un membre de l'U.N.A.T. (Association Regionale Ile-de-France/Nord et Est) sera maintenu partant en priorite. ,Attele,Volte
LES SABLES D'OLONNE 23/07/22 C1,12 000E,2 650m,Apprentis-lads-jockeys   Pour 4 ans n'ayant pas gagne 8.000. ,Attele,Autostart
LES SABLES D'OLONNE 23/07/22 C2,16 000E,2 150m,Pour 3 ans n'ayant pas gagne 8.300. ,Monte,Volte
LES SABLES D'OLONNE 23/07/22 C3,17 000E,2 650m,  Pour 5 ans n'ayant pas gagne 37.000. ,Attele,Autostart
LES SABLES D'OLONNE 23/07/22 C4,13 000E,2 775m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 2.600. En cas d'elimination les poulains ayant couru au moins quatre fois depuis le 1er janvier dernier inclus seront elimines en priorite. ,Attele,Volte
LES SABLES D'OLONNE 23/07/22 C5,24 000E,2 650m,  Pour 6 a  9 ans inclus n'ayant pas gagne 160.000. ,Attele,Autostart
LES SABLES D'OLONNE 23/07/22 C6,22 000E,2 650m,Course Nationale LeTROT Open des Regions - Ouest - 4 ans Course qualificative   Pour 4 ans n'ayant pas gagne 62.000. ,Attele,Autostart
LES SABLES D'OLONNE 23/07/22 C7,13 000E,2 775m,Pour pouliches de 3 ans n'ayant pas gagne 2.600. En cas d'elimination les pouliches ayant couru au moins quatre fois depuis le 1er janvier dernier inclus seront eliminees en priorite. ,Attele,Volte
AGON-COUTAINVILLE 24/07/22 C1,13 000E,2 200m,Pour 3 ans n'ayant pas gagne 9.300. - Recul de 25 m. a  4.000. ,Attele,Volte
AGON-COUTAINVILLE 24/07/22 C2,13 000E,2 200m,Pour 4 ans n'ayant pas gagne 11.000. ,Monte,Volte
AGON-COUTAINVILLE 24/07/22 C3,15 000E,3 450m,Pour 5 ans n'ayant pas gagne 39.000. - Recul de 25 m. a  19.500. ,Attele,Volte
AGON-COUTAINVILLE 24/07/22 C4,15 000E,3 450m,Pour 6 et 7 ans n'ayant pas gagne 96.000. - Recul de 25 m. a  47.000. ,Attele,Volte
AGON-COUTAINVILLE 24/07/22 C5,20 000E,3 450m,Pour 6 a  9 ans inclus n'ayant pas gagne 158.000. - Recul de 25 m. a  80.000. ,Attele,Volte
AGON-COUTAINVILLE 24/07/22 C6,12 000E,3 450m,Apprentis - lads-jockeys Pour 4 ans n'ayant pas gagne 18.000. - Recul de 25 m. a  7.500. ,Attele,Volte
AGON-COUTAINVILLE 24/07/22 C7,5 000E,2 225m,Eliminatoire de la Coupe Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 60.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne cette annee. ,Attele,Volte
DEAUVILLE-CLAIREFONTAINE 24/07/22 C1,15 000E,2 900m,Pour pouliches de 3 ans n'ayant pas gagne 12.000. - Recul de 25 m. a  5.600. ,Attele,Volte
DEAUVILLE-CLAIREFONTAINE 24/07/22 C2,14 000E,2 900m,Pour juments de 5 ans n'ayant pas gagne 36.000. - Recul de 25 m. a  17.000. ,Attele,Volte
DEAUVILLE-CLAIREFONTAINE 24/07/22 C3,13 000E,2 900m,Pour pouliches de 4 ans n'ayant pas gagne 15.000. - Recul de 25 m. a  6.500. ,Attele,Volte
DEAUVILLE-CLAIREFONTAINE 24/07/22 C4,15 000E,2 900m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 12.000. - Recul de 25 m. a  5.600. ,Attele,Volte
DEAUVILLE-CLAIREFONTAINE 24/07/22 C5,17 000E,2 900m,Pour 6 et 7 ans n'ayant pas gagne 116.000. - Recul de 25 m. a  57.000. ,Attele,Volte
DEAUVILLE-CLAIREFONTAINE 24/07/22 C6,13 000E,2 900m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 15.000. - Recul de 25 m. a  6.500. ,Attele,Volte
DEAUVILLE-CLAIREFONTAINE 24/07/22 C7,15 000E,2 200m,Pour juments de 5 ans n'ayant pas gagne 37.000. ,Monte,Volte
PLESSE 24/07/22 C1,13 000E,3 100m,Pour 4 ans n'ayant pas gagne 10.000. En cas d'elimination les poulains et pouliches ayant couru au moins six fois cette annee seront elimines en priorite. ,Attele,Volte
PLESSE 24/07/22 C2,15 000E,3 100m,Pour 5 ans n'ayant pas gagne 49.000. - Recul de 25 m. a  24.500. ,Attele,Volte
PLESSE 24/07/22 C3,5 000E,3 100m,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 69.000. - Recul de 25 m. a  39.000. ,Attele,Volte
PLESSE 24/07/22 C4,15 000E,3 100m,Pour 5 6 et 7 ans n'ayant pas gagne 87.000. - Recul de 25 m. a  43.000. ,Attele,Volte
PLESSE 24/07/22 C5,5 000E,3 100m,Eliminatoire de la Coupe Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 88.000. - Recul de 25 m. a  44.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Attele,Volte
LA FERTE-VIDAME 24/07/22 C1,18 000E,2 750m,Pour 6 7 et 8 ans n'ayant pas gagne 81.000. ,Monte,Volte
LA FERTE-VIDAME 24/07/22 C2,13 000E,2 750m,Pour 4 ans n'ayant pas gagne 14.000. - Recul de 25 m. a  5.300. ,Attele,Volte
LA FERTE-VIDAME 24/07/22 C3,14 000E,2 775m,Apprentis-lads-jockeys Pour 5 ans n'ayant pas gagne 36.000. - Avance de 25 m. aux chevaux drives par des Apprentis ou lads-jockeys n'ayant pas gagne deux courses. ,Attele,Volte
LA FERTE-VIDAME 24/07/22 C4,15 000E,2 750m,Pour chevaux entiers et hongres de 6 ans n'ayant pas gagne 75.000. - Recul de 25 m. a  37.000. ,Attele,Volte
LA FERTE-VIDAME 24/07/22 C5,18 000E,2 750m,Pour 7 et 8 ans n'ayant pas gagne 115.000. - Recul de 25 m. a  58.000. ,Attele,Volte
LA FERTE-VIDAME 24/07/22 C6,12 000E,2 775m,Pour 3 ans n'ayant pas gagne 2.100. - Avance de 25 m. aux poulains et pouliches n'ayant rien gagne. ,Attele,Volte
LA FERTE-VIDAME 24/07/22 C7,5 000E,2 750m,Challenge UNAT NIDFE - FINNTACK Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 72.000. - Recul de 25 m. a  35.000. ,Attele,Volte
RANES 24/07/22 C1,10 000E,2 150m,Pour 2 ans. Sont seules admises a  driver les personnes ayant gagne au moins dix courses au trot attele (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
RANES 24/07/22 C2,12 000E,2 150m,Pour 3 ans n'ayant pas gagne 1.400. ,Attele,Volte
RANES 24/07/22 C3,13 000E,3 150m,Apprentis-lads-jockeys Pour 5 ans n'ayant pas gagne 31.000. - Avance de 25 m. aux chevaux montes par des personnes n'ayant pas gagne trois courses. ,Monte,Volte
RANES 24/07/22 C4,13 000E,3 150m,Apprentis-lads-jockeys Pour 5 ans n'ayant pas gagne 33.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant gagne aucune course. ,Attele,Volte
RANES 24/07/22 C5,18 000E,3 125m,Pour 6 7 et 8 ans n'ayant pas gagne 121.000. - Recul de 25 m. a  61.000. ,Attele,Volte
RANES 24/07/22 C6,12 000E,3 125m,Pour 4 ans n'ayant pas gagne 8.600. - Recul de 25 m. a  3.700. En cas d'elimination les poulains et pouliches ayant couru au moins huit fois seront elimines en priorite. ,Attele,Volte
RANES 24/07/22 C7,5 000E,3 125m,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 80.000. - Recul de 25 m. a  39.500. ,Attele,Volte
FEURS 24/07/22 C1,25 000E,2 850m,Course Europeenne Apprentis-lads-jockeys Pour 6 a  10 ans inclus n'ayant pas gagne 150.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele ou au trot monte 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. Poids minimum (voir Conditions Generales). ,Monte,Volte
FEURS 24/07/22 C2,19 000E,2 050m,  Pour pouliches de 3 ans n'ayant pas gagne 9.000. ,Attele,Autostart
FEURS 24/07/22 C3,17 000E,2 050m,  Pour pouliches de 4 ans n'ayant pas gagne 13.500. ,Attele,Autostart
FEURS 24/07/22 C4,19 000E,2 850m,Course Nationale LeTROT Open des Regions - Centre-Est - 4 ans Course qualificative Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 36.000. - Recul de 25 m. a  19.000. ,Attele,Volte
FEURS 24/07/22 C5,20 000E,2 850m,Pour juments de 5 ans n'ayant pas gagne 48.000. - Recul de 25 m. a  23.000. ,Attele,Volte
FEURS 24/07/22 C6,25 000E,2 850m,Course Nationale LeTROT Open des Regions - Centre-Est - 5 ans Course qualificative Pour 5 ans n'ayant pas gagne 115.000. - Recul de 25 m. a  58.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
FEURS 24/07/22 C7,20 000E,2 050m,  Pour juments de 6 ans n'ayant pas gagne 64.000. ,Attele,Autostart
FEURS 24/07/22 C8,24 000E,2 850m,Pour 7 ans n'ayant pas gagne 124.000. - Recul de 25 m. a  62.000. ,Attele,Volte
LUCON 24/07/22 C1,13 000E,3 025m,Pour 3 ans n'ayant pas gagne 5.300. - Recul de 25 m. a  300. ,Attele,Volte
LUCON 24/07/22 C2,13 000E,3 025m,Pour 4 ans n'ayant pas gagne 13.500. - Recul de 25 m. a  5.800. ,Attele,Volte
LUCON 24/07/22 C3,15 000E,3 025m,Pour 5 et 6 ans n'ayant pas gagne 61.000. - Recul de 25 m. a  31.500. ,Attele,Volte
LUCON 24/07/22 C4,15 000E,3 050m,Course "ap" Pour 5 ans n'ayant pas gagne 30.000. ,Attele,Volte
LUCON 24/07/22 C5,19 000E,3 025m,Course Europeenne Pour 7 a  10 ans inclus n'ayant pas gagne 154.000. - Recul de 25 m. a  80.500. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. ,Attele,Volte
LUCON 24/07/22 C6,13 000E,3 025m,Pour 4 ans n'ayant pas gagne 10.000. ,Monte,Volte
LUCON 24/07/22 C7,5 000E,3 025m,Eliminatoire de la Coupe Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 71.000. - Recul de 25 m. a  38.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Attele,Volte
ROYAN-ATLANTIQUE 24/07/22 C1,14 000E,2 475m,Pour 3 ans n'ayant pas gagne 5.800. ,Attele,Volte
ROYAN-ATLANTIQUE 24/07/22 C2,18 000E,2 475m,Pour 5 ans n'ayant pas gagne 54.000. ,Attele,Volte
ROYAN-ATLANTIQUE 24/07/22 C3,20 000E,2 475m,Pour 7 8 et 9 ans n'ayant pas gagne 145.000. - Recul de 25 m. a  72.000. ,Attele,Volte
ROYAN-ATLANTIQUE 24/07/22 C4,23 000E,2 475m,Pour 6 a  10 ans inclus n'ayant pas gagne 202.000. - Recul de 25 m. a  101.000. ,Attele,Volte
ROYAN-ATLANTIQUE 24/07/22 C5,17 000E,2 475m,Challenge de l'Avenir Apprentis-lads-jockeys Pour 5 a  9 ans inclus n'ayant pas gagne 98.000. - Recul de 25 m. a  52.000. ,Monte,Volte
ROYAN-ATLANTIQUE 24/07/22 C6,14 000E,2 475m,Pour 4 ans n'ayant pas gagne 13.000. ,Attele,Volte
ROYAN-ATLANTIQUE 24/07/22 C7,5 000E,2 475m,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 85.000. - Recul de 25 m. a  43.000. ,Attele,Volte
MONTIER-EN-DER 24/07/22 C1,15 000E,3 000m,Pour 5 ans n'ayant pas gagne 55.000. - Recul de 25 m. a  29.000. ,Attele,Volte
MONTIER-EN-DER 24/07/22 C2,13 000E,2 300m,Pour 3 ans n'ayant pas gagne 7.500. ,Attele,Volte
MONTIER-EN-DER 24/07/22 C3,13 000E,3 000m,Pour 4 ans n'ayant pas gagne 14.500. - Recul de 25 m. a  5.700. ,Attele,Volte
MONTIER-EN-DER 24/07/22 C6,16 000E,3 000m,Apprentis-lads-jockeys Pour 6 a  9 ans inclus n'ayant pas gagne 112.000. - Recul de 25 m. a  58.000. ,Attele,Volte
MONTIER-EN-DER 24/07/22 C7,22 000E,3 000m,Pour 6 a  10 ans inclus n'ayant pas gagne 185.000. - Recul de 25 m. a  92.000. ,Attele,Volte
MONTIER-EN-DER 24/07/22 C8,5 000E,3 000m,Challenge UNAT NIDFE - FINNTACK Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 61.000. ,Attele,Volte
SAINT-MALO 24/07/22 C1,14 000E,2 150m,Pour 2 ans n'ayant pas gagne 5.000. Sont seules admises a  driver les personnes ayant gagne au moins dix courses au trot attele (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
SAINT-MALO 24/07/22 C2,13 000E,2 150m,Pour 3 ans n'ayant pas gagne 2.000. ,Attele,Volte
SAINT-MALO 24/07/22 C3,14 000E,2 950m,Apprentis-lads-jockeys Pour 5 ans n'ayant pas gagne 39.000. ,Attele,Volte
SAINT-MALO 24/07/22 C4,16 000E,2 950m,Pour 6 ans n'ayant pas gagne 99.500. - Recul de 25 m. a  51.000. ,Attele,Volte
SAINT-MALO 24/07/22 C5,19 000E,2 950m,Pour 6 a  9 ans inclus n'ayant pas gagne 121.000. - Recul de 25 m. a  61.000. ,Attele,Volte
SAINT-OMER 24/07/22 C1,13 000E,2 625m,Pour 3 ans n'ayant pas gagne 2.300. ,Attele,Volte
SAINT-OMER 24/07/22 C2,13 000E,2 625m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 9.500. ,Attele,Volte
SAINT-OMER 24/07/22 C3,13 000E,2 625m,Course G Pour pouliches de 4 ans n'ayant pas gagne 9.500. ,Attele,Volte
SAINT-OMER 24/07/22 C4,19 000E,2 625m,Pour 6 7 et 8 ans n'ayant pas gagne 132.000. - Recul de 25 m. a  64.000. ,Attele,Volte
SAINT-OMER 24/07/22 C5,17 000E,3 200m,Apprentis-lads-jockeys Pour 6 7 et 8 ans n'ayant pas gagne 89.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne cinq courses. ,Attele,Volte
SAINT-OMER 24/07/22 C6,16 000E,3 200m,Pour 5 ans n'ayant pas gagne 31.000. - Avance de 25 m. aux chevaux n'ayant pas gagne 5.000 cette annee. ,Attele,Volte
SAINT-OMER 24/07/22 C7,5 000E,3 175m,Challenge UNAT NIDFE - Sellerie de Grosbois Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 85.000. - Recul de 25 m. a  43.000. En cas d'elimination le cheval drive par une personne n'ayant pas couru quatre fois cette annee sera maintenu partant en priorite. ,Attele,Volte
VILLENEUVE-SUR-LOT 24/07/22 C1,15 000E,2 625m,Pour 4 ans n'ayant pas gagne 25.000. - Recul de 25 m. a  11.400. ,Attele,Volte
VILLENEUVE-SUR-LOT 24/07/22 C2,15 000E,2 625m,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 46.000. - Recul de 25 m. a  23.000. ,Attele,Volte
VILLENEUVE-SUR-LOT 24/07/22 C3,17 000E,2 625m,Pour 6 7 et 8 ans n'ayant pas gagne 80.000. - Recul de 25 m. a  38.500. ,Attele,Volte
VILLENEUVE-SUR-LOT 24/07/22 C4,5 000E,2 625m,Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 93.000. - Recul de 25 m. a  47.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Attele,Volte
VILLENEUVE-SUR-LOT 24/07/22 C5,20 000E,2 650m,Pour 7 8 et 9 ans n'ayant pas gagne 105.000. - Avance de 25 m. aux chevaux n'ayant pas gagne 15.000 cette annee. ,Attele,Volte
VILLENEUVE-SUR-LOT 24/07/22 C6,15 000E,2 625m,Pour juments de 5 ans n'ayant pas gagne 46.000. - Recul de 25 m. a  23.000. ,Attele,Volte
VILLENEUVE-SUR-LOT 24/07/22 C7,5 000E,2 650m,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 63.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne trois courses. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Attele,Volte
CAGNES-SUR-MER 25/07/22 C1,26 000E,2 925m,Pour 7 ans n'ayant pas gagne 130.000. - Recul de 25 m. a  65.000. ,Attele,Volte
CAGNES-SUR-MER 25/07/22 C2,31 000E,2 925m,Pour 6 a  9 ans inclus n'ayant pas gagne 155.000. ,Attele,Volte
CAGNES-SUR-MER 25/07/22 C3,48 000E,2 925m,Pour 6 a  10 ans inclus n'ayant pas gagne 450.000. - Recul de 25 m. a  210.000. ,Attele,Volte
CAGNES-SUR-MER 25/07/22 C4,19 000E,2 150m,  Pour 4 ans n'ayant pas gagne 14.500. ,Attele,Autostart
CAGNES-SUR-MER 25/07/22 C5,24 000E,2 700m,  Pour juments de 5 ans n'ayant pas gagne 64.000. ,Attele,Autostart
CAGNES-SUR-MER 25/07/22 C6,21 000E,2 150m,  Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 10.200. ,Attele,Autostart
CAGNES-SUR-MER 25/07/22 C7,6 000E,2 150m,Amateurs   Pour 7 8 et 9 ans n'ayant pas gagne 126.000. ,Attele,Autostart
CHATELAILLON-LA ROCHELLE 25/07/22 C1,20 000E,2 625m,Pour 4 5 et 6 ans n'ayant pas gagne 61.000. - Recul de 25 m. a  28.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
