nom-course,prix-course,distance-course,condition-course,mode-course,depart-course
CHERBOURG 18/07/22 C4,32 000E,2 625m,Pour 6 a  10 ans inclus n'ayant pas gagne 301.000. - Recul de 25 m. a  139.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
CHERBOURG 18/07/22 C5,19 000E,2 550m,  Pour juments de 5 ans n'ayant pas gagne 47.000. ,Attele,Autostart
CHERBOURG 18/07/22 C6,21 000E,2 625m,Course Europeenne Apprentis-lads-jockeys Pour 6 7 et 8 ans n'ayant pas gagne 105.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele ou au trot monte 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. Poids minimum (voir Conditions Generales). ,Monte,Volte
CHERBOURG 18/07/22 C7,19 000E,2 625m,Course Nationale LeTROT Open des Regions - Basse-Normandie - 3 ans Course qualificative Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 8.000. ,Attele,Volte
CHERBOURG 18/07/22 C8,6 000E,2 625m,CHALLENGE UNAT Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 103.000. - Recul de 25 m. a  54.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Attele,Volte
LE PERTRE 17/07/22 C2,12 000E,2 750m,Pour 4 ans n'ayant pas gagne 11.700. - Recul de 25 m. a  5.800. ,Attele,Volte
LE PERTRE 17/07/22 C4,15 000E,2 750m,Course F Pour 6 et 7 ans n'ayant pas gagne 92.000. - Recul de 25 m. a  46.000. ,Attele,Volte
LE PERTRE 17/07/22 C6,5 000E,2 750m,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 60.000. - Recul de 25 m. a  35.000. ,Attele,Volte
MONTMIRAIL 17/07/22 C1,13 000E,2 225m,Course F Pour 3 ans n'ayant pas gagne 3.500. - Avance de 25 m. aux poulains et pouliches n'ayant rien gagne. ,Attele,Volte
MONTMIRAIL 17/07/22 C2,15 000E,3 200m,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 40.000. - Recul de 25 m. a  20.000. ,Attele,Volte
MONTMIRAIL 17/07/22 C3,12 000E,2 200m,Pour pouliches de 4 ans n'ayant pas gagne 9.500. - Recul de 25 m. a  3.000. ,Attele,Volte
MONTMIRAIL 17/07/22 C4,12 000E,2 200m,Course H Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 9.500. - Recul de 25 m. a  3.000. ,Attele,Volte
MONTMIRAIL 17/07/22 C5,22 000E,3 200m,Pour 6 a  10 ans inclus n'ayant pas gagne 188.000. - Recul de 25 m. a  95.000. ,Attele,Volte
MONTMIRAIL 17/07/22 C6,20 000E,3 225m,Course D Course "ap" Pour 5 a  8 ans inclus n'ayant pas gagne 110.000. ,Monte,Volte
MONTMIRAIL 17/07/22 C7,13 000E,3 200m,Course F Pour pouliches de 4 ans n'ayant pas gagne 23.000. - Recul de 25 m. a  11.000. ,Attele,Volte
ROCHEFORT-SUR-LOIRE 17/07/22 C1,13 000E,2 400m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 4.700. - Recul de 25 m. a  1.100. ,Attele,Volte
ROCHEFORT-SUR-LOIRE 17/07/22 C2,12 000E,2 400m,Pour 4 ans n'ayant pas gagne 12.000. - Recul de 25 m. a  4.700. ,Attele,Volte
ROCHEFORT-SUR-LOIRE 17/07/22 C4,14 000E,3 000m,Apprentis-lads-jockeys Pour juments de 6 ans n'ayant pas gagne 69.000. - Recul de 25 m. a  32.000. ,Attele,Volte
ROCHEFORT-SUR-LOIRE 17/07/22 C6,15 000E,3 000m,Pour 5 ans n'ayant pas gagne 44.500. - Recul de 25 m. a  22.500. ,Attele,Volte
SAINT-JEAN-DE-MONTS 17/07/22 C1,14 000E,2 625m,Pour 4 ans n'ayant pas gagne 18.000. - Recul de 25 m. a  9.500. ,Attele,Volte
SAINT-JEAN-DE-MONTS 17/07/22 C2,16 000E,2 625m,Pour 5 ans n'ayant pas gagne 30.000. ,Monte,Volte
SAINT-JEAN-DE-MONTS 17/07/22 C3,14 000E,2 625m,Pour 5 ans n'ayant pas gagne 28.500. ,Attele,Volte
SAINT-JEAN-DE-MONTS 17/07/22 C4,23 000E,2 625m,Pour 7 a  10 ans inclus n'ayant pas gagne 188.000. - Recul de 25 m. a  94.000. ,Attele,Volte
SAINT-JEAN-DE-MONTS 17/07/22 C5,14 000E,2 625m,Apprentis - lads-jockeys Pour 6 ans n'ayant pas gagne 78.000. - Recul de 25 m. a  36.000. ,Attele,Volte
SAINT-JEAN-DE-MONTS 17/07/22 C6,16 000E,2 625m,Pour 6 ans n'ayant pas gagne 71.000. - Recul de 25 m. a  38.000. ,Monte,Volte
SAINT-JEAN-DE-MONTS 17/07/22 C7,13 000E,2 625m,Pour 3 ans n'ayant pas gagne 600. ,Attele,Volte
ZONZA 17/07/22 C4,15 000E,3 150m,Course Internationale Pour 6 a  10 ans inclus n'ayant pas gagne 380.000 a  leur premiere participation en Corse ni gagne 500.000 dans leur carriere les 6 ans ayant gagne au moins 50.000. - Recul de 25 m. a  250.000. ,Attele,Volte
ZONZA 17/07/22 C6,12 000E,2 200m,Pour 5 6 et 7 ans n'ayant pas gagne 90.000. - Recul de 25 m. a  45.000. ,Attele,Volte
CAGNES-SUR-MER 18/07/22 C1,41 000E,2 925m,Pour 6 a  10 ans inclus n'ayant pas gagne 315.000. ,Attele,Volte
CAGNES-SUR-MER 18/07/22 C2,32 000E,2 925m,Pour 5 et 6 ans n'ayant pas gagne 138.000. - Recul de 25 m. a  63.000. ,Attele,Volte
CAGNES-SUR-MER 18/07/22 C3,71 000E,2 925m,Course Internationale Pour 6 a  10 ans inclus n'ayant pas gagne 720.000. ,Attele,Volte
CAGNES-SUR-MER 18/07/22 C4,28 000E,2 150m,  Pour 6 a  9 ans inclus n'ayant pas gagne 125.000. ,Attele,Autostart
CAGNES-SUR-MER 18/07/22 C5,28 000E,2 925m,Course D Course Nationale LeTROT Open des Regions - Sud-Est - 5 ans Course qualificative Pour 5 ans n'ayant pas gagne 90.000. ,Attele,Volte
CAGNES-SUR-MER 18/07/22 C6,22 000E,2 925m,Pour juments de 5 ans n'ayant pas gagne 41.000. ,Attele,Volte
CAGNES-SUR-MER 18/07/22 C7,32 000E,2 925m,Course B Course Nationale LeTROT Open des Regions - Sud-Est - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 52.000. - Recul de 25 m. a  24.000. ,Attele,Volte
ROCHEFORT-SUR-LOIRE 18/07/22 C1,13 000E,2 400m,Pour pouliches de 3 ans n'ayant pas gagne 4.700. - Recul de 25 m. a  1.100. ,Attele,Volte
ROCHEFORT-SUR-LOIRE 18/07/22 C3,17 000E,3 000m,Course Nationale LeTROT Open des Regions - Anjou-Maine - 4 ans Course qualificative Pour 4 ans n'ayant pas gagne 48.000. - Recul de 25 m. a  22.000. ,Attele,Volte
ROCHEFORT-SUR-LOIRE 18/07/22 C5,20 000E,3 000m,Pour 6 a  10 ans inclus n'ayant pas gagne 173.000. - Recul de 25 m. a  86.000. ,Attele,Volte
CAZAUBON 18/07/22 C3,13 000E,2 600m,Pour 4 ans n'ayant pas gagne 16.300. - Recul de 25 m. a  7.200. ,Attele,Volte
CAZAUBON 18/07/22 C4,15 000E,2 600m,Pour 5 ans n'ayant pas gagne 45.000. - Recul de 25 m. a  21.500. ,Attele,Volte
CAZAUBON 18/07/22 C5,19 000E,2 600m,Challenge de l'Amicale de Gascogne Pour 7 8 et 9 ans n'ayant pas gagne 131.000. - Recul de 25 m. a  63.000. ,Attele,Volte
CABOURG 19/07/22 C1,26 000E,2 750m,Pour 7 ans n'ayant pas gagne 131.000. - Recul de 25 m. a  68.000. ,Attele,Volte
CABOURG 19/07/22 C2,21 000E,2 750m,Pour pouliches de 4 ans n'ayant pas gagne 34.500. - Recul de 25 m. a  16.000. ,Attele,Volte
CABOURG 19/07/22 C3,20 000E,2 725m,Apprentis-lads-jockeys   Pour chevaux entiers et hongres de 6 ans n'ayant pas gagne 66.000. ,Attele,Autostart
CABOURG 19/07/22 C4,22 000E,2 725m,  Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 41.500. ,Attele,Autostart
CABOURG 19/07/22 C5,24 000E,2 750m,Pour 4 ans n'ayant pas gagne 38.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
CABOURG 19/07/22 C6,21 000E,2 725m,  Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 27.000. ,Attele,Autostart
CABOURG 19/07/22 C7,26 000E,2 750m,Pour 6 7 et 8 ans n'ayant pas gagne 91.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
CABOURG 19/07/22 C8,21 000E,2 750m,Pour pouliches de 3 ans n'ayant pas gagne 10.800. ,Attele,Volte
CABOURG 19/07/22 C9,6 000E,2 050m,Amateurs   Pour 6 7 et 8 ans n'ayant pas gagne 72.000. ,Attele,Autostart
LE MANS 19/07/22 C1,25 000E,2 850m,  Pour 5 et 6 ans n'ayant pas gagne 73.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Autostart
LE MANS 19/07/22 C2,28 000E,2 950m,Pour juments de 6 a  10 ans inclus n'ayant pas gagne 205.000. - Recul de 25 m. a  105.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
LE MANS 19/07/22 C3,19 000E,2 850m,  Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 20.000. ,Attele,Autostart
LE MANS 19/07/22 C4,19 000E,2 850m,  Pour pouliches de 4 ans n'ayant pas gagne 20.000. ,Attele,Autostart
LE MANS 19/07/22 C5,17 000E,2 950m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 7.000. ,Attele,Volte
LE MANS 19/07/22 C6,17 000E,2 950m,Pour pouliches de 3 ans n'ayant pas gagne 7.000. ,Attele,Volte
LE MANS 19/07/22 C7,20 000E,2 300m,Pour 5 ans n'ayant pas gagne 35.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
LE MANS 19/07/22 C8,6 000E,2 850m,CHALLENGE UNAT Amateurs   Pour 7 8 et 9 ans n'ayant pas gagne 90.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Attele,Autostart
BIARRITZ 19/07/22 C1,13 000E,2 150m,Pour 3 ans ayant gagne au moins 120 mais pas 5.300. ,Attele,Volte
BIARRITZ 19/07/22 C2,13 000E,2 150m,Pour 4 ans n'ayant pas gagne 10.100. ,Attele,Volte
BIARRITZ 19/07/22 C3,15 000E,2 150m,Pour 4 ans n'ayant pas gagne 22.000. ,Monte,Volte
BIARRITZ 19/07/22 C4,15 000E,2 975m,Pour 5 ans n'ayant pas gagne 30.000. - Avance de 25 m. aux chevaux n'ayant pas couru six fois depuis le 1er janvier dernier inclus. ,Attele,Volte
BIARRITZ 19/07/22 C5,17 000E,2 950m,Pour 4 ans n'ayant pas gagne 35.000. ,Attele,Volte
BIARRITZ 19/07/22 C6,18 000E,2 950m,Course F Pour 6 7 et 8 ans n'ayant pas gagne 121.000. - Recul de 25 m. a  59.000. ,Attele,Volte
BIARRITZ 19/07/22 C7,5 000E,2 950m,Course H Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 81.000. - Recul de 25 m. a  38.000. ,Attele,Volte
ENGHIEN 20/07/22 C1,39 000E,2 875m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 49.000. ,Attele,Volte
ENGHIEN 20/07/22 C2,18 000E,2 150m,Apprentis-lads-jockeys Course "a reclamer"   Pour 6 a  10 ans inclus a  reclamer pour 14.000. ,Attele,Autostart
ENGHIEN 20/07/22 C3,39 000E,2 875m,Pour pouliches de 3 ans n'ayant pas gagne 15.500. ,Attele,Volte
ENGHIEN 20/07/22 C4,39 000E,2 875m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 15.500. ,Attele,Volte
ENGHIEN 20/07/22 C5,49 000E,2 875m,Pour 6 a  10 ans inclus n'ayant pas gagne 175.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
ENGHIEN 20/07/22 C6,12 000E,2 875m,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 104.000. - Recul de 25 m. a  54.000. ,Attele,Volte
ENGHIEN 20/07/22 C7,44 000E,2 150m,  Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 71.000. ,Attele,Autostart
ENGHIEN 20/07/22 C8,44 000E,2 250m,Pour 3 ans n'ayant pas gagne 36.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
LE MONT-SAINT-MICHEL-PONTORSON 20/07/22 C1,17 000E,2 675m,Pour 4 ans n'ayant pas gagne 16.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
LE MONT-SAINT-MICHEL-PONTORSON 20/07/22 C2,19 000E,2 675m,Course Nationale LeTROT Open des Regions - Basse-Normandie - 3 ans Course qualificative Pour pouliches de 3 ans n'ayant pas gagne 8.000. ,Attele,Volte
LE MONT-SAINT-MICHEL-PONTORSON 20/07/22 C3,18 000E,2 675m,Apprentis-lads-jockeys Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 47.000. ,Attele,Volte
LE MONT-SAINT-MICHEL-PONTORSON 20/07/22 C4,17 000E,2 675m,Course Nationale LeTROT Open des Regions - Basse-Normandie - 4 ans Course qualificative Pour pouliches de 4 ans ayant gagne au moins 2.300 mais pas 18.500. ,Attele,Volte
LE MONT-SAINT-MICHEL-PONTORSON 20/07/22 C5,17 000E,2 675m,Course Nationale LeTROT Open des Regions - Basse-Normandie - 4 ans Course qualificative Pour poulains entiers et hongres de 4 ans ayant gagne au moins 2.300 mais pas 18.500. ,Attele,Volte
LE MONT-SAINT-MICHEL-PONTORSON 20/07/22 C6,22 000E,2 675m,Pour 5 ans n'ayant pas gagne 76.000. - Recul de 25 m. a  38.500. ,Attele,Volte
LE MONT-SAINT-MICHEL-PONTORSON 20/07/22 C7,20 000E,2 675m,Pour chevaux entiers et hongres de 6 ans n'ayant pas gagne 91.000. - Recul de 25 m. a  44.000. ,Attele,Volte
LE MONT-SAINT-MICHEL-PONTORSON 20/07/22 C8,20 000E,2 675m,Pour juments de 6 ans n'ayant pas gagne 91.000. - Recul de 25 m. a  44.000. ,Attele,Volte
CAGNES-SUR-MER 20/07/22 C1,20 000E,2 150m,Apprentis-lads-jockeys   Pour 7 ans n'ayant pas gagne 97.000. ,Attele,Autostart
CAGNES-SUR-MER 20/07/22 C2,14 000E,2 150m,  Pour 3 ans n'ayant pas gagne 1.300. ,Attele,Autostart
CAGNES-SUR-MER 20/07/22 C3,16 000E,2 700m,  Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 16.000. ,Attele,Autostart
CAGNES-SUR-MER 20/07/22 C4,20 000E,2 925m,Pour pouliches de 4 ans n'ayant pas gagne 38.000. ,Attele,Volte
CAGNES-SUR-MER 20/07/22 C5,20 000E,2 700m,  Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 64.000. ,Attele,Autostart
CAGNES-SUR-MER 20/07/22 C6,5 500E,2 925m,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 115.000. - Recul de 25 m. a  57.000. ,Attele,Volte
LES SABLES D'OLONNE 21/07/22 C1,20 000E,2 775m,Pour 6 ans n'ayant pas gagne 88.000. - Recul de 25 m. a  43.500. ,Attele,Volte
LES SABLES D'OLONNE 21/07/22 C2,23 000E,2 775m,Course Nationale LeTROT Open des Regions - Ouest - 4 ans Course qualificative Pour 4 ans n'ayant pas gagne 45.000. - Recul de 25 m. a  23.500. ,Attele,Volte
LES SABLES D'OLONNE 21/07/22 C3,24 000E,2 775m,Pour 7 ans n'ayant pas gagne 135.000. - Recul de 25 m. a  69.000. ,Attele,Volte
LES SABLES D'OLONNE 21/07/22 C4,20 000E,2 775m,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 40.500. ,Attele,Volte
LES SABLES D'OLONNE 21/07/22 C5,20 000E,2 775m,Pour juments de 5 ans n'ayant pas gagne 40.500. ,Attele,Volte
LES SABLES D'OLONNE 21/07/22 C6,20 000E,2 775m,Course Nationale LeTROT Open des Regions - Ouest - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 13.000. ,Attele,Volte
LES SABLES D'OLONNE 21/07/22 C7,20 000E,2 775m,Pour 5 ans n'ayant pas gagne 38.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
LES SABLES D'OLONNE 21/07/22 C8,18 000E,2 775m,Course Nationale LeTROT Open des Regions - Ouest - 3 ans Course qualificative Pour pouliches de 3 ans n'ayant pas gagne 6.500. ,Attele,Volte
BIARRITZ 21/07/22 C1,12 000E,2 150m,Course H Pour 3 ans n'ayant pas gagne 2.400. ,Attele,Volte
BIARRITZ 21/07/22 C2,14 000E,2 950m,Course F Challenge de l'Avenir Apprentis - lads-jockeys Pour 6 ans n'ayant pas gagne 70.000. - Recul de 25 m. a  33.000. ,Attele,Volte
BIARRITZ 21/07/22 C3,13 000E,2 150m,Pour pouliches de 4 ans n'ayant pas gagne 19.000. - Recul de 25 m. a  7.900. ,Attele,Volte
BIARRITZ 21/07/22 C4,13 000E,2 150m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 19.000. - Recul de 25 m. a  7.900. ,Attele,Volte
BIARRITZ 21/07/22 C5,20 000E,2 150m,Course F Pour 6 a  9 ans inclus n'ayant pas gagne 104.000. ,Attele,Volte
BIARRITZ 21/07/22 C6,25 000E,3 750m,Course D Course Europeenne Pour 5 a  10 ans inclus n'ayant pas gagne 296.000. - Recul de 25 m. a  146.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
BIARRITZ 21/07/22 C7,5 000E,2 150m,Course H Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 89.000. - Recul de 25 m. a  42.000. ,Attele,Volte
GRAIGNES 21/07/22 C1,14 000E,2 700m,Pour 3 ans n'ayant pas gagne 3.300. ,Attele,Volte
GRAIGNES 21/07/22 C2,14 000E,2 700m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 14.500. ,Attele,Volte
GRAIGNES 21/07/22 C3,14 000E,2 700m,Pour pouliches de 4 ans n'ayant pas gagne 14.500. ,Attele,Volte
GRAIGNES 21/07/22 C4,27 000E,2 700m,Pour 7 8 et 9 ans n'ayant pas gagne 193.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
GRAIGNES 21/07/22 C5,5 500E,2 700m,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 109.000. - Recul de 25 m. a  54.000. ,Monte,Volte
GRAIGNES 21/07/22 C6,16 000E,2 700m,Pour 5 ans n'ayant pas gagne 50.000. - Recul de 25 m. a  22.000. ,Attele,Volte
MONTIGNAC-CHARENTE 21/07/22 C1,13 000E,3 325m,Challenge de l'Avenir Apprentis - lads-jockeys Pour 5 6 et 7 ans n'ayant pas gagne 65.000. - Recul de 25 m. a  33.000. ,Attele,Volte
MONTIGNAC-CHARENTE 21/07/22 C2,12 000E,2 100m,Course H Pour 3 ans n'ayant pas gagne 1.900. ,Attele,Volte
MONTIGNAC-CHARENTE 21/07/22 C3,12 000E,2 100m,Pour 4 ans n'ayant pas gagne 8.500. ,Attele,Volte
MONTIGNAC-CHARENTE 21/07/22 C4,15 000E,2 600m,Course F Pour 5 ans n'ayant pas gagne 39.000. - Recul de 25 m. a  18.500. ,Attele,Volte
MONTIGNAC-CHARENTE 21/07/22 C5,15 000E,2 600m,Pour 4 et 5 ans n'ayant pas gagne 39.000. - Recul de 25 m. a  18.500. ,Monte,Volte
MONTIGNAC-CHARENTE 21/07/22 C6,17 000E,2 600m,Pour 5 6 et 7 ans n'ayant pas gagne 103.000. - Recul de 25 m. a  51.500. ,Attele,Volte
MONTIGNAC-CHARENTE 21/07/22 C7,5 000E,2 600m,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 69.000. - Recul de 25 m. a  36.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Attele,Volte
CABOURG 22/07/22 C1,28 000E,2 750m,Pour 5 et 6 ans n'ayant pas gagne 100.000. - Recul de 25 m. a  49.000. ,Attele,Volte
CABOURG 22/07/22 C2,20 000E,2 725m,Apprentis-lads-jockeys   Pour juments de 6 ans n'ayant pas gagne 66.000. ,Attele,Autostart
CABOURG 22/07/22 C3,48 000E,2 750m,Course Europeenne Pour 5 a  10 ans inclus n'ayant pas gagne 525.000. - Recul de 25 m. a  265.000. ,Attele,Volte
CABOURG 22/07/22 C4,57 000E,2 750m,Pour 5 a  10 ans inclus n'ayant pas gagne 485.000. ,Monte,Volte
CABOURG 22/07/22 C5,22 000E,2 725m,  Pour juments de 5 ans n'ayant pas gagne 41.500. ,Attele,Autostart
CABOURG 22/07/22 C6,21 000E,2 750m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 34.500. - Recul de 25 m. a  16.000. ,Attele,Volte
CABOURG 22/07/22 C7,24 000E,2 725m,  Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 16.000. ,Attele,Autostart
CABOURG 22/07/22 C8,19 000E,2 750m,Pour pouliches de 3 ans n'ayant pas gagne 6.600. Avantage de poids (voir Conditions Generales). ,Monte,Volte
LANGON-LIBOURNE 22/07/22 C1,19 000E,2 200m,Pour 3 ans n'ayant pas gagne 10.200. ,Attele,Volte
LANGON-LIBOURNE 22/07/22 C2,19 000E,2 800m,Pour 4 ans n'ayant pas gagne 26.000. ,Attele,Volte
LANGON-LIBOURNE 22/07/22 C3,19 000E,2 800m,Pour 5 ans n'ayant pas gagne 36.000. ,Attele,Volte
LANGON-LIBOURNE 22/07/22 C4,19 000E,2 800m,Pour 6 ans n'ayant pas gagne 55.000. ,Attele,Volte
LANGON-LIBOURNE 22/07/22 C5,23 000E,2 800m,Pour 7 ans n'ayant pas gagne 89.000. ,Attele,Volte
LANGON-LIBOURNE 22/07/22 C6,23 000E,2 800m,Pour 6 a  9 ans inclus n'ayant pas gagne 99.000. - Recul de 25 m. a  45.000. ,Attele,Volte
LANGON-LIBOURNE 22/07/22 C7,32 000E,2 800m,Course qualificative Course D Pour 6 a  10 ans inclus n'ayant pas gagne 273.000. - Recul de 25 m. a  129.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
LANGON-LIBOURNE 22/07/22 C8,22 000E,2 800m,Course Europeenne Pour 5 a  8 ans inclus n'ayant pas gagne 118.000. - Recul de 25 m. a  56.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele ou au trot monte 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. Avantage de poids (voir Conditions Generales). ,Monte,Volte
SAINT-GALMIER 23/07/22 C1,25 000E,2 650m,Pour 7 8 et 9 ans n'ayant pas gagne 166.000. _ Recul de 25 m. a  88.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
SAINT-GALMIER 23/07/22 C2,24 000E,2 650m,Pour chevaux entiers et hongres de 6 7 et 8 ans n'ayant pas gagne 106.000. - Recul de 25 m. a  51.000. ,Attele,Volte
SAINT-GALMIER 23/07/22 C3,20 000E,2 000m,  Pour chevaux entiers et hongres de 6 ans n'ayant pas gagne 64.000. ,Attele,Autostart
SAINT-GALMIER 23/07/22 C4,19 000E,2 650m,Pour pouliches de 4 ans n'ayant pas gagne 36.000. - Recul de 25 m. a  19.000. ,Attele,Volte
SAINT-GALMIER 23/07/22 C5,17 000E,2 600m,  Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 13.500. ,Attele,Autostart
SAINT-GALMIER 23/07/22 C6,19 000E,2 000m,  Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 9.000. ,Attele,Autostart
SAINT-GALMIER 23/07/22 C7,6 000E,2 600m,CHALLENGE UNAT Eliminatoire de la Coupe Amateurs   Pour 7 8 et 9 ans n'ayant pas gagne 88.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Attele,Autostart
SAINT-GALMIER 23/07/22 C8,20 000E,2 650m,Pour 4 a  7 ans inclus n'ayant pas gagne 75.000. - Recul de 25 m. a  36.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
PORNICHET 22/07/22 C1,33 000E,2 725m,Pour 7 a  10 ans inclus n'ayant pas gagne 225.000. - Recul de 25 m. a  115.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
PORNICHET 22/07/22 C2,20 000E,2 725m,Pour 6 ans n'ayant pas gagne 92.000. - Recul de 25 m. a  47.000. ,Attele,Volte
PORNICHET 22/07/22 C3,22 000E,2 725m,Pour 5 ans n'ayant pas gagne 64.000. - Recul de 25 m. a  32.000. ,Attele,Volte
PORNICHET 22/07/22 C4,17 000E,2 725m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 11.500. ,Attele,Volte
PORNICHET 22/07/22 C5,17 000E,2 725m,Pour pouliches de 4 ans n'ayant pas gagne 11.500. ,Attele,Volte
PORNICHET 22/07/22 C6,28 000E,2 725m,Pour 7 8 et 9 ans n'ayant pas gagne 144.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
PORNICHET 22/07/22 C7,6 000E,2 725m,CHALLENGE UNAT Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 85.000. - Recul de 25 m. a  42.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Attele,Volte
PORNICHET 22/07/22 C8,17 000E,2 725m,Course Nationale LeTROT Open des Regions - Ouest - 3 ans Course qualificative Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 6.500. ,Attele,Volte
CAGNES-SUR-MER 22/07/22 C1,14 000E,2 925m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 2.900. ,Attele,Volte
CAGNES-SUR-MER 22/07/22 C2,18 000E,2 925m,Pour pouliches de 4 ans n'ayant pas gagne 30.000. ,Attele,Volte
CAGNES-SUR-MER 22/07/22 C3,18 000E,2 925m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 30.000. ,Attele,Volte
CAGNES-SUR-MER 22/07/22 C4,23 000E,2 925m,Pour 5 6 et 7 ans n'ayant pas gagne 141.000. - Recul de 25 m. a  68.000. ,Attele,Volte
CAGNES-SUR-MER 22/07/22 C5,18 000E,2 150m,  Pour pouliches de 3 ans n'ayant pas gagne 10.200. ,Attele,Autostart
CAGNES-SUR-MER 22/07/22 C6,5 500E,2 150m,Amateurs   Pour 6 a  9 ans inclus n'ayant pas gagne 98.000. ,Attele,Autostart
ENGHIEN 23/07/22 C1,44 000E,2 150m,  Pour pouliches de 3 ans n'ayant pas gagne 35.000. ,Attele,Autostart
ENGHIEN 23/07/22 C2,44 000E,2 250m,Pour 4 ans n'ayant pas gagne 65.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
