Nom,Prix,Distance,Mode course,Conditions,Depart
C8,17 000E,2 575m,Monte,Pour 4 ans n'ayant pas gagne 18.000. Avantage de poids (voir Conditions Generales). ,Volt
C2,12 000E,2 700m,Attele,Pour 4 ans n'ayant pas gagne 9.000. - Recul de 25 m. a  4.000. ,Volt
C4,15 000E,2 700m,Attele,Pour 6 et 7 ans n'ayant pas gagne 74.000. - Recul de 25 m. a  38.000. ,Volt
C1,18 000E,2 825m,Monte,Pour 4 5 et 6 ans n'ayant pas gagne 83.000. - Recul de 25 m. a  42.000. ,Volt
C2,14 000E,2 825m,Attele,Course Nationale LeTROT Open des Regions - Anjou-Maine - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 7.000. ,Volt
C3,20 000E,2 825m,Attele,Pour 6 et 7 ans n'ayant pas gagne 143.000. - Recul de 25 m. a  73.000. ,Volt
C4,14 000E,2 825m,Attele,Pour 4 ans n'ayant pas gagne 17.500. - Recul de 25 m. a  8.200. ,Volt
C5,45 000E,2 800m,Attele,TROPHEE VERT 9eme Etape du Trophee Vert Pour 6 a  10 ans inclus n'ayant pas gagne 580.000 a  leur premiere participation au Trophee Vert en 2022. - Recul de 25 m. a  179.000 de 50 m. a  289.000. Sont seules admises a  driver les personnes ayant gagne au moins dix courses (en etant titulaire d'une autorisation de monter a  titre professionnel). Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant jamais remporte de Groupe I ni depuis le 1er janvier 2021 ete classes premiers d'une epreuve de Groupe II. En cas d'elimination seront maintenus partants en priorite en premier lieu tout gagnant d'une etape cette annee en second lieu a  partir de la 5eme etape organisee cette annee les 5 premiers du classement. Course precedee d'un defile. Course PMU eventuelle. ,Volt
C6,17 000E,2 825m,Attele,TROPHEE VERT DES APPRENTIS 9eme epreuve du Trophee vert Apprentis - lads-jockeys Pour 6 7 et 8 ans n'ayant pas gagne 116.000. - Recul de 25 m. a  57.000. ,Volt
C7,7 000E,2 800m,Attele,TROPHEE VERT DES AMATEURS 9eme etape du Trophee Vert Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 110.000 a  leur premiere participation au Trophee Vert des Amateurs en 2022. - Recul de 25 m. a  50.000 de 50 m. a  110.000. Sont seuls admis a  driver les amateurs membres de l'U.N.A.T. ayant gagne au moins deux courses ou ayant couru au moins vingt fois. En cas d'elimination seront maintenus partants en priorite en premier lieu tout gagnant (couple amateur/cheval) d'une etape cette annee en second lieu a  partir de la 5eme etape organisee cette annee les 5 premiers du classement (couple amateur/cheval). ,Volt
C1,25 000E,2 650m,Attele,Pour 7 a  10 ans inclus n'ayant pas gagne 162.000. - Recul de 25 m. a  96.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C2,20 000E,2 650m,Attele,Pour chevaux entiers et hongres de 6 ans n'ayant pas gagne 94.000. - Recul de 25 m. a  49.000. ,Volt
C3,25 000E,2 650m,Attele,Course Nationale LeTROT Open des Regions - Centre-Est - 4 ans Course qualificative Pour 4 ans n'ayant pas gagne 110.000. - Recul de 25 m. a  53.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C4,19 000E,2 650m,Attele,Pour 4 ans n'ayant pas gagne 29.500. - Recul de 25 m. a  14.500. ,Volt
C5,19 000E,2 650m,Attele,Course Nationale LeTROT Open des Regions - Centre-Est - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 10.500. ,Volt
C6,6 000E,2 650m,Attele,CHALLENGE UNAT Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 58.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Volt
C7,22 000E,2 650m,Monte,Pour 5 a  8 ans inclus n'ayant pas gagne 120.000. - Recul de 25 m. a  61.000. Avantage de poids (voir Conditions Generales). ,Volt
C1,12 000E,2 200m,Attele,Pour 3 ans n'ayant rien gagne. ,Volt
C2,15 000E,2 200m,Monte,Pour 5 ans n'ayant pas gagne 30.000. ,Volt
C3,13 000E,2 200m,Attele,Pour 4 ans n'ayant pas gagne 15.000. - Recul de 25 m. a  6.000. ,Volt
C4,15 000E,3 450m,Attele,Pour 6 ans n'ayant pas gagne 95.000. - Recul de 25 m. a  50.000. ,Volt
C5,22 000E,3 450m,Attele,Pour 7 8 et 9 ans n'ayant pas gagne 180.000. - Recul de 25 m. a  95.000. ,Volt
C6,14 000E,2 200m,Attele,Course F Apprentis - lads-jockeys Pour 5 ans n'ayant pas gagne 47.000. - Recul de 25 m. a  23.000. ,Volt
C7,5 000E,3 450m,Attele,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 76.000. - Recul de 25 m. a  38.000. ,Volt
C1,13 000E,2 375m,Attele,Pour 3 ans n'ayant pas gagne 4.100. - Recul de 25 m. a  600. ,Volt
C2,12 000E,2 375m,Attele,Pour 4 ans n'ayant pas gagne 4.800. - Recul de 25 m. a  1.200. ,Volt
C3,13 000E,2 375m,Attele,Challenge de l'Avenir Apprentis - lads-jockeys Pour 6 ans n'ayant pas gagne 54.000. - Recul de 25 m. a  26.000. ,Volt
C4,13 000E,2 375m,Attele,Pour 4 ans n'ayant pas gagne 19.000. - Recul de 25 m. a  8.500. ,Volt
C5,20 000E,2 375m,Attele,Course F Course Europeenne Pour 6 a  9 ans inclus n'ayant pas gagne 174.000. - Recul de 25 m. a  80.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. ,Volt
C6,15 000E,2 375m,Attele,Pour 5 ans n'ayant pas gagne 40.000. - Recul de 25 m. a  19.000. En cas d'elimination les chevaux ayant couru au moins quatre fois cette annee seront elimines en priorite. ,Volt
C7,15 000E,2 375m,Monte,Pour 5 a  8 ans inclus n'ayant pas gagne 92.000. - Recul de 25 m. a  45.000. ,Volt
C1,12 000E,2 300m,Attele,Pour 4 ans n'ayant pas gagne 6.000. ,Volt
C2,18 000E,3 100m,Monte,Pour 6 a  9 ans inclus n'ayant pas gagne 102.000. - Recul de 25 m. a  53.000. ,Volt
C3,15 000E,3 100m,Attele,Pour 5 ans n'ayant pas gagne 37.500. - Recul de 25 m. a  16.900. ,Volt
C4,5 000E,3 100m,Attele,Eliminatoire de la Coupe Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 89.000. - Recul de 25 m. a  43.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Volt
C1,14 000E,2 650m,Attele,Depart a  l'autostart Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 10.700. ,Autostart
C2,13 000E,2 225m,Attele,Pour pouliches de 3 ans n'ayant pas gagne 2.600. ,Volt
C3,13 000E,2 850m,Monte,Pour 4 ans n'ayant pas gagne 9.500. ,Volt
C4,22 000E,2 850m,Attele,Pour 7 ans n'ayant pas gagne 144.000. - Recul de 25 m. a  71.000. ,Volt
C5,13 000E,2 225m,Attele,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 2.600. ,Volt
C6,14 000E,2 650m,Attele,Depart a  l'autostart Pour pouliches de 4 ans n'ayant pas gagne 10.700. ,Autostart
C7,5 000E,2 850m,Attele,Challenge UNAT NIDFE - Sellerie de Grosbois Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 71.000. - Recul de 25 m. a  37.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Volt
C1,12 000E,2 500m,Attele,Pour 3 ans n'ayant pas gagne 2.300. - Recul de 25 m. a  400. ,Volt
C2,12 000E,3 100m,Attele,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 10.300. - Recul de 25 m. a  4.700. ,Volt
C3,12 000E,3 100m,Attele,Pour pouliches de 4 ans n'ayant pas gagne 10.300. - Recul de 25 m. a  4.700. ,Volt
C4,13 000E,3 100m,Attele,Apprentis-lads-jockeys Pour 5 ans n'ayant pas gagne 35.000. - Recul de 25 m. a  18.000. ,Volt
C5,15 000E,3 100m,Attele,Pour juments de 6 et 7 ans n'ayant pas gagne 77.000. - Recul de 25 m. a  37.000. ,Volt
C6,18 000E,3 100m,Attele,Pour 6 a  9 ans inclus n'ayant pas gagne 106.000. - Recul de 25 m. a  52.000. ,Volt
C7,5 000E,3 100m,Attele,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 75.000. - Recul de 25 m. a  38.000. ,Volt
C1,4 000E,2 700m,Attele,Pour 6 a  15 ans inclus. - Recul de 25 m. aux chevaux ayant gagne une course aux Antilles depuis 12 mois de 50 m. a  ceux ayant gagne au moins deux courses aux Antilles depuis 12 mois. ,Volt
C1,14 000E,2 100m,Attele,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 3.800. ,Volt
C2,5 000E,2 100m,Monte,Challenge UNAT ILE-DE-FRANCE ET NORD - KAVALCADE ET COMPAGNIE Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 107.000. - Recul de 25 m. a  53.000. ,Volt
C3,14 000E,2 100m,Attele,Pour pouliches de 3 ans n'ayant pas gagne 3.800. ,Volt
C4,16 000E,2 600m,Attele,Pour 5 ans n'ayant pas gagne 41.000. - Recul de 25 m. a  20.500. ,Volt
C5,13 000E,2 600m,Attele,Pour pouliches de 4 ans n'ayant pas gagne 8.000. ,Volt
C6,20 000E,2 600m,Attele,Pour 6 a  9 ans inclus n'ayant pas gagne 126.000. - Recul de 25 m. a  65.000. ,Volt
C7,16 000E,2 625m,Attele,Pour 6 ans n'ayant pas gagne 58.000. - Avance de 25 m. aux chevaux n'ayant pas gagne 5.000 cette annee. ,Volt
C1,15 000E,2 525m,Attele,Course Nationale LeTROT Open des Regions - Haute-Normandie/Ile-de-France - 3 ans Course qualificative Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 10.100. - Recul de 25 m. a  3.900. ,Volt
C2,15 000E,2 525m,Attele,Course Nationale LeTROT Open des Regions - Haute-Normandie/Ile-de-France - 3 ans Course qualificative Pour pouliches de 3 ans n'ayant pas gagne 10.100. - Recul de 25 m. a  3.900. ,Volt
C3,15 000E,2 525m,Monte,Pour 3 ans n'ayant pas gagne 8.000. ,Volt
C4,15 000E,2 525m,Attele,Course Nationale LeTROT Open des Regions - Haute-Normandie/Ile-de-France - 5 ans Course qualificative Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 50.000. - Recul de 25 m. a  25.000. ,Volt
C5,20 000E,2 525m,Attele,Pour 6 a  9 ans inclus n'ayant pas gagne 140.000. - Recul de 25 m. a  70.000. ,Volt
C6,13 000E,2 525m,Attele,Pour 4 ans n'ayant pas gagne 10.900. ,Volt
C7,5 000E,2 550m,Attele,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 63.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne quatre courses. ,Volt
C1,12 000E,3 025m,Attele,Pour 3 ans ayant couru mais n'ayant pas gagne 1.200. ,Volt
C2,12 000E,3 025m,Attele,Pour 4 ans n'ayant pas gagne 12.000. - Recul de 25 m. a  4.200. ,Volt
C3,15 000E,3 025m,Attele,Pour 5 ans n'ayant pas gagne 41.000. - Recul de 25 m. a  18.500. ,Volt
C4,16 000E,3 025m,Attele,Pour 5 et 6 ans n'ayant pas gagne 80.000. - Recul de 25 m. a  38.000. ,Volt
C5,15 000E,3 025m,Attele,Pour 6 et 7 ans n'ayant pas gagne 91.000. - Recul de 25 m. a  45.000. ,Volt
C6,12 000E,3 025m,Monte,Apprentis-lads-jockeys Pour 5 ans n'ayant pas gagne 30.000. - Recul de 25 m. a  17.500. ,Volt
C7,5 000E,3 025m,Attele,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 64.000. - Recul de 25 m. a  32.000. ,Volt
C1,12 000E,2 275m,Attele,Pour 3 ans n'ayant pas gagne 3.400. - Recul de 25 m. a  1.000. ,Volt
C2,12 000E,2 275m,Attele,Pour 4 ans n'ayant pas gagne 6.400. - Recul de 25 m. a  1.900. ,Volt
C3,13 000E,2 275m,Attele,Pour 5 ans n'ayant pas gagne 33.000. - Recul de 25 m. a  17.000. ,Volt
C4,15 000E,2 275m,Attele,Course Nationale LeTROT Open des Regions - Sud-Ouest - 5 ans Course qualificative Pour 5 ans ayant gagne au moins 10.000 mais pas 57.000. - Recul de 25 m. a  27.000. ,Volt
C5,19 000E,3 125m,Attele,Pour 6 a  9 ans inclus n'ayant pas gagne 151.000. - Recul de 25 m. a  69.000. ,Volt
C6,5 000E,3 125m,Attele,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 60.000. - Recul de 25 m. a  30.000. ,Volt
C7,13 000E,2 275m,Monte,Challenge de l'Avenir Apprentis-lads-jockeys Pour 5 ans n'ayant pas gagne 38.500. - Recul de 25 m. a  17.500. ,Volt
C1,10 000E,2 525m,Attele,Course R Course "a reclamer" Pour 5 6 et 7 ans n'ayant pas gagne 70.000 a  reclamer pour 6.000 ou 8.000. - Avance de 25 m. aux chevaux a  reclamer pour 6.000. ,Volt
C3,5 000E,2 525m,Attele,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 58.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne sept courses. ,Volt
C1,12 000E,2 225m,Attele,Pour 3 ans n'ayant pas gagne 1.500. ,Volt
C2,13 000E,2 225m,Monte,Pour 3 ans n'ayant pas gagne 3.500. ,Volt
C3,12 000E,2 800m,Attele,Pour 4 ans n'ayant pas gagne 11.400. - Recul de 25 m. a  4.600. ,Volt
C4,19 000E,2 800m,Attele,Pour 6 a  9 ans inclus n'ayant pas gagne 128.000. - Recul de 25 m. a  66.000. ,Volt
C5,16 000E,2 800m,Monte,Pour 6 7 et 8 ans n'ayant pas gagne 89.000. - Recul de 25 m. a  44.000. ,Volt
C6,10 000E,2 825m,Attele,Apprentis - lads-jockeys Course "a reclamer" Pour 5 et 6 ans n'ayant pas gagne 57.000 a  reclamer pour 7.000 ou 11.000. - Avance de 25 m. aux chevaux a  reclamer pour 7.000. ,Volt
C7,5 000E,2 800m,Attele,Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 90.000. - Recul de 25 m. a  45.000. ,Volt
C1,12 000E,2 650m,Attele,Pour 4 ans n'ayant pas gagne 11.500. - Recul de 25 m. a  5.200. ,Volt
C2,14 000E,2 650m,Monte,Pour 4 a  7 ans inclus n'ayant pas gagne 61.000. - Recul de 25 m. a  31.000. ,Volt
C3,14 000E,2 650m,Attele,Pour 5 ans n'ayant pas gagne 34.000. - Recul de 25 m. a  17.500. ,Volt
C4,12 000E,2 675m,Attele,Pour 3 ans n'ayant pas gagne 2.800. - Avance de 25 m. aux poulains et pouliches n'ayant rien gagne. ,Volt
C5,18 000E,2 650m,Attele,Apprentis - lads-jockeys Pour 6 a  9 ans inclus n'ayant pas gagne 125.000. - Recul de 25 m. a  66.000. ,Volt
C6,20 000E,2 650m,Attele,Course F Pour 5 a  10 ans inclus n'ayant pas gagne 154.000. - Recul de 25 m. a  74.000. ,Volt
C7,3 000E,2 650m,Attele,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 98.000. - Recul de 25 m. a  49.000. Sont seuls admis a  courir les Amateurs n'ayant pas gagne trois courses cette annee. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Volt
C1,15 000E,2 600m,Monte,Pour 5 ans n'ayant pas gagne 50.000. - Recul de 25 m. a  24.000. ,Volt
C2,13 000E,2 600m,Attele,Pour 4 ans n'ayant pas gagne 15.000. - Recul de 25 m. a  6.500. ,Volt
C4,20 000E,2 600m,Attele,Course F Course qualificative Pour 6 7 et 8 ans n'ayant pas gagne 125.000 a  leur premiere participation au Trophee des Plages en 2022. - Recul de 25 m. a  60.000. ,Volt
C6,16 000E,2 600m,Attele,Pour 5 et 6 ans n'ayant pas gagne 57.000. ,Volt
C8,3 000E,2 600m,Attele,Course H Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 86.000. - Recul de 25 m. a  42.000. En cas d'elimination le cheval drive par un amateur membre de l'U.N.A.T. Ouest-Anjou Maine sera maintenu partant en priorite. ,Volt
C1,16 000E,2 800m,Attele,Pour 6 ans n'ayant pas gagne 99.000. - Recul de 25 m. a  51.000. ,Volt
C2,13 000E,2 000m,Attele,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 2.500. ,Volt
C3,16 000E,2 800m,Attele,Course Nationale LeTROT Open des Regions - Haute-Normandie/Ile-de-France - 5 ans Course qualificative Pour juments de 5 ans n'ayant pas gagne 50.000. - Recul de 25 m. a  25.000. ,Volt
C4,16 000E,2 800m,Monte,Apprentis-lads-jockeys Pour 5 et 6 ans n'ayant pas gagne 81.000. - Recul de 25 m. a  41.000. ,Volt
C5,23 000E,2 800m,Attele,Pour 7 a  10 ans inclus n'ayant pas gagne 184.000. - Recul de 25 m. a  92.000. ,Volt
C6,14 000E,2 800m,Attele,Pour 4 ans n'ayant pas gagne 16.500. - Recul de 25 m. a  9.400. ,Volt
C7,5 000E,2 800m,Attele,Challenge UNAT NIDFE - FINNTACK Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 80.000. - Recul de 25 m. a  40.000. ,Volt
C1,13 000E,2 600m,Attele,Pour 5 6 et 7 ans n'ayant pas gagne 68.000. - Recul de 25 m. a  34.000. ,Volt
C2,12 000E,2 600m,Attele,Pour 4 ans n'ayant pas gagne 6.000. - Recul de 25 m. a  1.400. ,Volt
C3,17 000E,2 600m,Attele,Pour 6 a  9 ans inclus n'ayant pas gagne 122.000. - Recul de 25 m. a  62.000. ,Volt
C4,15 000E,2 600m,Attele,Pour 5 ans n'ayant pas gagne 37.500. - Recul de 25 m. a  19.000. ,Volt
C1,13 000E,2 700m,Attele,Pour 3 ans n'ayant pas gagne 4.200. - Recul de 25 m. a  600. En cas d'elimination les poulains et pouliches entraines dans la Federation de l'Est seront maintenus partants en priorite. ,Volt
C2,15 000E,2 700m,Attele,Course Nationale LeTROT Open des Regions - Grand Nord - 4 ans Course qualificative Pour 4 ans n'ayant pas gagne 40.000. - Recul de 25 m. a  21.500. ,Volt
C3,22 000E,2 700m,Attele,Pour 6 a  10 ans inclus n'ayant pas gagne 200.000. - Recul de 25 m. a  100.000. ,Volt
C4,15 000E,2 700m,Attele,Apprentis-lads-jockeys Pour 5 et 6 ans n'ayant pas gagne 70.000. - Recul de 25 m. a  36.000. ,Volt
C5,5 000E,2 700m,Attele,Eliminatoire de la Coupe Challenge UNAT NIDFE - FINNTACK Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 66.000. - Recul de 25 m. a  32.500. ,Volt
C4,15 000E,3 150m,Attele,Pour 6 a  10 ans inclus n'ayant pas gagne 380.000 a  leur premiere participation en Corse ni gagne 500.000 dans leur carriere les 6 ans ayant gagne au moins 50.000. - Recul de 25 m. a  140.000 de 50 m. a  280.000. ,Volt
C6,12 000E,2 200m,Attele,Pour 5 6 et 7 ans n'ayant pas gagne 120.000. - Recul de 25 m. a  60.000. ,Volt
C1,17 000E,2 725m,Attele,Pour 3 ans n'ayant pas gagne 5.100. ,Volt
C2,12 000E,2 750m,Attele,Course "a reclamer" Pour 5 ans n'ayant pas gagne 33.000 a  reclamer pour 6.500 ou 10.000. - Avance de 25 m. aux chevaux a  reclamer pour 6.500. ,Volt
C3,25 000E,2 725m,Monte,Pour 6 a  9 ans inclus n'ayant pas gagne 117.000. Avantage de poids (voir Conditions Generales). ,Volt
C4,17 000E,2 725m,Attele,Pour pouliches de 4 ans n'ayant pas gagne 18.500. - Recul de 25 m. a  10.000. ,Volt
C5,17 000E,2 725m,Attele,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 18.500. - Recul de 25 m. a  10.000. ,Volt
C6,20 000E,2 725m,Attele,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 44.000. ,Volt
C7,20 000E,2 725m,Attele,Pour 6 ans n'ayant pas gagne 83.000. - Recul de 25 m. a  40.000. ,Volt
C8,26 000E,2 725m,Attele,Pour 7 et 8 ans n'ayant pas gagne 148.000. - Recul de 25 m. a  77.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C1,22 000E,2 150m,Attele,Depart a  l'autostart Pour juments de 5 ans n'ayant pas gagne 46.000. ,Autostart
C2,22 000E,2 150m,Attele,Depart a  l'autostart Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 46.000. ,Autostart
C3,19 000E,2 950m,Attele,Pour pouliches de 4 ans n'ayant pas gagne 21.500. - Recul de 25 m. a  11.000. ,Volt
C4,6 000E,2 950m,Attele,CHALLENGE UNAT Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 71.000. - Recul de 25 m. a  34.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Volt
C5,19 000E,2 950m,Attele,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 4.500. ,Volt
C6,24 000E,2 800m,Attele,Depart a  l'autostart Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 38.000. ,Autostart
C7,22 000E,2 975m,Monte,Course "ap" Pour 5 ans n'ayant pas gagne 33.000. Avantage de poids (voir Conditions Generales). ,Volt
C1,21 000E,2 950m,Monte,Pour 4 ans n'ayant pas gagne 29.000. Avantage de poids (voir Conditions Generales). ,Volt
C2,21 000E,2 950m,Attele,Pour 3 ans n'ayant pas gagne 14.200. - Recul de 25 m. a  6.000. ,Volt
C3,28 000E,2 800m,Attele,Depart a  l'autostart Pour 5 et 6 ans n'ayant pas gagne 92.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Autostart
C4,36 000E,2 950m,Attele,Pour 7 a  10 ans inclus n'ayant pas gagne 255.000. - Recul de 25 m. a  130.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C5,24 000E,2 800m,Attele,Depart a  l'autostart Pour pouliches de 4 ans n'ayant pas gagne 38.000. ,Autostart
C6,22 000E,2 950m,Attele,Course Nationale LeTROT Open des Regions - Centre-Est - 5 ans Course qualificative Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 62.000. - Recul de 25 m. a  30.500. ,Volt
C7,22 000E,2 950m,Attele,Course Nationale LeTROT Open des Regions - Centre-Est - 5 ans Course qualificative Pour juments de 5 ans n'ayant pas gagne 62.000. - Recul de 25 m. a  30.500. ,Volt
C8,26 000E,2 800m,Attele,Depart a  l'autostart Pour 7 ans n'ayant pas gagne 105.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Autostart
C1,10 000E,2 175m,Attele,Course "a reclamer" Pour 3 ans n'ayant pas gagne 9.000 a  reclamer pour 7.000 ou 10.000. - Avance de 25 m. aux poulains et pouliches a  reclamer pour 7.000. ,Volt
C2,12 000E,2 950m,Attele,Course H Pour 4 ans n'ayant pas gagne 5.800. ,Volt
C3,10 000E,2 175m,Attele,Course "a reclamer" Pour 4 ans n'ayant pas gagne 11.000 a  reclamer pour 6.000 ou 9.000. - Avance de 25 m. aux poulains et pouliches a  reclamer pour 6.000. ,Volt
C4,10 000E,2 950m,Attele,Course "a reclamer" Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 38.000. - Recul de 25 m. a  19.000. Au 1er echelon les chevaux sont a  reclamer pour 5.500 au 2eme echelon pour 8.000. ,Volt
C5,20 000E,2 950m,Attele,Course F Pour 5 a  9 ans inclus n'ayant pas gagne 133.000. - Recul de 25 m. a  62.500. ,Volt
C6,10 000E,2 950m,Attele,Course "a reclamer" Pour juments de 5 ans n'ayant pas gagne 38.000. - Recul de 25 m. a  19.000. Au 1er echelon les juments sont a  reclamer pour 5.500 au 2eme echelon pour 8.000. ,Volt
C7,10 000E,2 950m,Attele,Course "a reclamer" Pour 6 7 et 8 ans n'ayant pas gagne 110.000 les 6 ans a  reclamer pour 7.000 les 7 ans a  reclamer pour 6.000 les 8 a  reclamer pour 5.000. - Recul de 25 m. a  50.000. ,Volt
C1,14 000E,2 375m,Attele,Pour 3 ans n'ayant pas gagne 6.600. - Recul de 25 m. a  2.400. ,Volt
C2,14 000E,2 375m,Attele,Pour 4 ans n'ayant pas gagne 12.800. - Recul de 25 m. a  5.500. ,Volt
C3,18 000E,3 025m,Attele,Course Nationale LeTROT Open des Regions - Sud-Ouest - 5 ans Course qualificative Pour 5 ans ayant gagne au moins 10.000 mais pas 64.000. - Recul de 25 m. a  32.000. ,Volt
C4,14 000E,3 025m,Attele,Challenge de l'Avenir Apprentis - lads-jockeys Pour 6 ans n'ayant pas gagne 73.000. - Recul de 25 m. a  36.000. ,Volt
C5,23 000E,3 025m,Attele,Course E Challenge de l'Amicale de Gascogne Pour 6 a  10 ans inclus n'ayant pas gagne 220.000. - Recul de 25 m. a  107.000. ,Volt
C6,16 000E,3 025m,Monte,Course F Pour 5 et 6 ans n'ayant pas gagne 52.000. - Recul de 25 m. a  25.000. ,Volt
C7,5 000E,3 025m,Attele,Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 95.000. - Recul de 25 m. a  53.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Volt
C1,24 000E,2 050m,Attele,Course Nationale LeTROT Open des Regions - Basse-Normandie - 4 ans Course qualificative Depart a  l'autostart Pour 4 ans n'ayant pas gagne 39.500. ,Autostart
C2,24 000E,2 750m,Attele,Pour 6 ans n'ayant pas gagne 120.000. - Recul de 25 m. a  60.000. ,Volt
C3,29 000E,2 725m,Attele,Depart a  l'autostart Pour 7 et 8 ans n'ayant pas gagne 149.000. ,Autostart
C4,24 000E,2 725m,Attele,Course Nationale LeTROT Open des Regions - Basse-Normandie - 3 ans Course qualificative Depart a  l'autostart Pour 3 ans ayant gagne au moins 1.000 mais pas 17.000. ,Autostart
C5,24 000E,2 750m,Monte,Pour 6 ans n'ayant pas gagne 101.000. - Recul de 25 m. a  49.000. Avantage de poids (voir Conditions Generales). ,Volt
C6,22 000E,2 050m,Attele,Depart a  l'autostart Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 43.500. ,Autostart
C7,22 000E,2 050m,Attele,Depart a  l'autostart Pour juments de 5 ans n'ayant pas gagne 43.500. ,Autostart
C8,21 000E,2 750m,Monte,Pour 4 ans n'ayant pas gagne 30.000. Avantage de poids (voir Conditions Generales). ,Volt
C9,6 000E,2 050m,Attele,Amateurs Depart a  l'autostart Pour 6 7 et 8 ans n'ayant pas gagne 82.000. ,Autostart
C1,39 000E,2 875m,Attele,Pour pouliches de 3 ans n'ayant pas gagne 24.000. ,Volt
C2,39 000E,2 150m,Attele,Depart a  l'autostart Pour pouliches de 4 ans n'ayant pas gagne 44.000. ,Autostart
C3,39 000E,2 875m,Attele,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 24.000. ,Volt
C4,44 000E,2 150m,Attele,Depart a  l'autostart Pour juments de 5 6 et 7 ans n'ayant pas gagne 128.000. ,Autostart
C5,44 000E,2 875m,Attele,Pour 4 ans n'ayant pas gagne 80.000. ,Volt
C6,57 000E,2 250m,Monte,Course Europeenne Pour 6 a  10 ans inclus n'ayant pas gagne 205.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course gagne une epreuve de Groupe I au trot monte ou au trot attele. Avantage de poids (voir Conditions Generales). ,Volt
C7,57 000E,2 875m,Attele,Pour 6 a  10 ans inclus n'ayant pas gagne 270.000. - Recul de 25 m. a  160.000. ,Volt
